name,lat,lng,class,flowinfo,url,huc_cd,id
"USGS 02206105 JACKSON CREEK AT ANGELS LANE, NEAR LILBURN, GA",33.88658330,-84.21127780,0,"Stage: 1.59 ft;Stage (adj): 994.95 ft;Date: 2024-09-06 11:30:00;Class: Not-ranked",https://waterdata.usgs.gov/monitoring-location/02206105,03070103,02206105
"USGS 02206136 JACKSON CREEK TRIB 1 AT WILLIAMS RD, NR LILBURN,GA",33.88841667,-84.18280560,0,"Stage: 3.70 ft;Stage (adj): 912.15 ft;Date: 2024-09-06 11:30:00;Class: Not-ranked",https://waterdata.usgs.gov/monitoring-location/02206136,03070103,02206136
"USGS 02206400 YELLOW RIVER NEAR LUXOMNI, GA",33.89058330,-84.08438889,0,"Stage: 7.66 ft;Stage (adj): 824.82 ft;Date: 2024-09-06 10:45:00;Class: Not-ranked",https://waterdata.usgs.gov/monitoring-location/02206400,03070103,02206400
"USGS 02206465 WATSON CREEK TRIB 2, TANGLEWOOD DR, SNELLVILLE, GA",33.86302778,-84.03541670,0,"Stage: 0.04 ft;Stage (adj): 969.02 ft;Date: 2024-09-06 11:45:00;Class: Not-ranked",https://waterdata.usgs.gov/monitoring-location/02206465,03070103,02206465
"USGS 02206500 YELLOW RIVER NEAR SNELLVILLE, GA",33.85305556,-84.07833330,5,"Discharge: 41.5 cfs;Stage: 5.39 ft;Stage (adj): 806.43 ft;Date: 2024-09-06 11:15:00;Length of record: 50 years;Class: 25-75;% normal(median): 67.59 %;% normal(mean): 48.75 %",https://waterdata.usgs.gov/monitoring-location/02206500,03070103,02206500
"USGS 02207000 GARNER CREEK NEAR SNELLVILLE, GA",33.86188889,-84.09736110,0,"Stage: 0.71 ft;Stage (adj): 832.62 ft;Date: 2024-09-06 11:30:00;Length of record: 10 years;Class: Not-ranked",https://waterdata.usgs.gov/monitoring-location/02207000,03070103,02207000
"USGS 02207055 JACKS CREEK AT BRANNAN ROAD, NEAR SNELLVILLE, GA",33.82527778,-84.05888889,0,"Stage: 0.78 ft;Stage (adj): 820.27 ft;Date: 2024-09-06 11:00:00;Class: Not-ranked",https://waterdata.usgs.gov/monitoring-location/02207055,03070103,02207055
"USGS 02207120 YELLOW RIVER AT GA 124, NEAR LITHONIA, GA",33.77250000,-84.05819440,0,"Discharge: 57.8 cfs;Stage: 2.71 ft;Stage (adj): 722.49 ft;Date: 2024-09-06 11:45:00;Length of record: 23 years;Class: Not-ranked;% normal(median): 68.40 %;% normal(mean): 60.57 %",https://waterdata.usgs.gov/monitoring-location/02207120,03070103,02207120
"USGS 02207130 STONE MTN CR AT SILVER HILL RD, NEAR STONE MTN, GA",33.82611110,-84.16505560,0,"Stage: 1.74 ft;Stage (adj): 851.41 ft;Date: 2024-09-06 11:30:00;Class: Not-ranked",https://waterdata.usgs.gov/monitoring-location/02207130,03070103,02207130
"USGS 02207135 LITTLE STONE MTN CR NEAR STONE MOUNTAIN, GA",33.83041667,-84.13933330,0,"Discharge: 0.63 cfs;Stage: 2.27 ft;Stage (adj): 873.52 ft;Date: 2024-09-06 11:30:00;Length of record: 11 years;Class: Not-ranked;% normal(median): 82.89 %;% normal(mean): 70.79 %",https://waterdata.usgs.gov/monitoring-location/02207135,03070103,02207135
"USGS 02207160 STONE MOUNTAIN CREEK AT GA 124, NEAR LITHONIA, GA",33.77327778,-84.07716670,0,"Discharge: 1.96 cfs;Stage: 3.28 ft;Stage (adj): 735.42 ft;Date: 2024-09-06 11:45:00;Length of record: 11 years;Class: Not-ranked;% normal(median): 18.49 %;% normal(mean): 12.69 %",https://waterdata.usgs.gov/monitoring-location/02207160,03070103,02207160
"USGS 02207185 NO BUSINESS CREEK AT LEE ROAD, BELOW SNELLVILLE,GA",33.77750000,-84.03777780,0,"Discharge: 4.01 cfs;Stage: 2.79 ft;Stage (adj): 738.32 ft;Date: 2024-09-06 11:45:00;Length of record: 23 years;Class: Not-ranked;% normal(median): 91.55 %;% normal(mean): 92.40 %",https://waterdata.usgs.gov/monitoring-location/02207185,03070103,02207185
"USGS 02207200 SWIFT CREEK NEAR LITHONIA, GA",33.74886110,-84.08441670,0,"Stage: 1.60 ft;Stage (adj): 750.29 ft;Date: 2024-09-06 11:30:00;Class: Not-ranked",https://waterdata.usgs.gov/monitoring-location/02207200,03070103,02207200
"USGS 02207220 YELLOW RIVER AT PLEASANT HILL ROAD, NR LITHONIA,GA",33.73358330,-84.06155560,0,"Discharge: 58.7 cfs;Stage: 1.04 ft;Stage (adj): 702.08 ft;Date: 2024-09-06 10:45:00;Length of record: 21 years;Class: Not-ranked;% normal(median): 48.51 %;% normal(mean): 46.84 %",https://waterdata.usgs.gov/monitoring-location/02207220,03070103,02207220
"USGS 02207300 YELLOW RIVER AT MILSTEAD, GA",33.69250000,-83.99666670,0,"Stage: 5.24 ft;Stage (adj): 690.7 ft;Date: 2024-09-06 11:30:00;Class: Not-ranked",https://waterdata.usgs.gov/monitoring-location/02207300,03070103,02207300
"USGS 02207335 YELLOW RIVER AT GEES MILL ROAD, NEAR MILSTEAD, GA",33.66694444,-83.93805560,0,"Discharge: 65.1 cfs;Stage: 1.17 ft;Stage (adj): 632.09 ft;Date: 2024-09-06 11:30:00;Length of record: 22 years;Class: Not-ranked;% normal(median): 43.55 %;% normal(mean): 42.89 %",https://waterdata.usgs.gov/monitoring-location/02207335,03070103,02207335
"USGS 02207385 BIG HAYNES CREEK AT LENORA ROAD, NR SNELLVILLE, GA",33.81527778,-83.99013889,0,"Discharge: 5.81 cfs;Stage: 2.60 ft;Stage (adj): 845.69 ft;Date: 2024-09-06 11:00:00;Length of record: 23 years;Class: Not-ranked;% normal(median): 55.87 %;% normal(mean): 52.11 %",https://waterdata.usgs.gov/monitoring-location/02207385,03070103,02207385
"USGS 02207400 BRUSHY FORK CREEK AT BEAVER ROAD, NR LOGANVILLE,GA",33.82138889,-83.94250000,0,"Discharge: 12.1 cfs;Stage: 1.54 ft;Stage (adj): 886.07 ft;Date: 2024-09-06 11:00:00;Length of record: 23 years;Class: Not-ranked;% normal(median): 378.12 %;% normal(mean): 314.29 %",https://waterdata.usgs.gov/monitoring-location/02207400,03070103,02207400
"USGS 02207414 RANDY POYNTER LAKE AT SPILLWAY, NEAR MILSTEAD, GA",33.73027778,-83.93638889,0,"Stage: 732.69 ft;Stage (adj): 732.69 ft;Date: 2024-09-06 11:00:00;Class: Not-ranked",https://waterdata.usgs.gov/monitoring-location/02207414,03070103,02207414
"USGS 02207418 BIG HAYNES CREEK AT JACK TURNER DAM,NR MILSTEAD GA",33.72938889,-83.93630560,0,"Discharge: 30.1 cfs;Stage: 2.29 ft;Stage (adj): 678.37 ft;Date: 2024-09-06 11:00:00;Length of record: 22 years;Class: Not-ranked;% normal(median): 100.50 %;% normal(mean): 91.30 %",https://waterdata.usgs.gov/monitoring-location/02207418,03070103,02207418
"USGS 02207435 LITTLE HAYNES CREEK AT DIAL MILL RD NR MILSTEAD GA",33.71111110,-83.91444440,0,"Discharge: 5.40 cfs;Stage: 2.82 ft;Stage (adj): 648.75 ft;Date: 2024-09-06 11:45:00;Length of record: 20 years;Class: Not-ranked;% normal(median): 58.57 %;% normal(mean): 42.86 %",https://waterdata.usgs.gov/monitoring-location/02207435,03070103,02207435
"USGS 02207448 BIG HAYNES CREEK AT BALD ROCK ROAD, NR MILSTEAD GA",33.66163889,-83.92808330,0,"Discharge: 10.5 cfs;Stage: -0.34 ft;Stage (adj): 627.62 ft;Date: 2024-09-06 11:00:00;Length of record: 16 years;Class: Not-ranked;% normal(median): 48.61 %;% normal(mean): 43.17 %",https://waterdata.usgs.gov/monitoring-location/02207448,03070103,02207448
"USGS 02208000 YELLOW RIVER ROCKY PLAINS RD NR ROCKY PLAINS, GA",33.49986110,-83.88416670,0,"Discharge: 102 cfs;Stage: 3.52 ft;Stage (adj): 533.51 ft;Date: 2024-09-06 11:15:00;Length of record: 14 years;Class: Not-ranked;% normal(median): 44.74 %;% normal(mean): 39.74 %",https://waterdata.usgs.gov/monitoring-location/02208000,03070103,02208000
"USGS 02208050 ALCOVY RIVER NEAR LAWRENCEVILLE, GA",33.97855556,-83.93916670,0,"Stage: -1.30 ft;Stage (adj): 929.51 ft;Date: 2024-09-06 11:30:00;Length of record: 12 years;Class: Not-ranked",https://waterdata.usgs.gov/monitoring-location/02208050,03070103,02208050
"USGS 02208130 SHOAL CREEK AT PAPER MILL RD, NR LAWRENCEVILLE, GA",33.94972220,-83.94833330,0,"Stage: 1.21 ft;Stage (adj): 875.45 ft;Date: 2024-09-06 11:30:00;Length of record: 9 years;Class: Not-ranked",https://waterdata.usgs.gov/monitoring-location/02208130,03070103,02208130
"USGS 02208150 ALCOVY RIVER AT NEW HOPE ROAD, NEAR GRAYSON, GA",33.91694444,-83.88805560,0,"Discharge: 6.98 cfs;Stage: 1.89 ft;Stage (adj): 787.4 ft;Date: 2024-09-05 16:00:00;Length of record: 23 years;Class: Not-ranked;% normal(median): 46.23 %;% normal(mean): 44.92 %",https://waterdata.usgs.gov/monitoring-location/02208150,03070103,02208150
"USGS 02208450 ALCOVY RIVER ABOVE COVINGTON, GA",33.63938889,-83.77841670,4,"Discharge: 30.2 cfs;Stage: 1.76 ft;Stage (adj): 647.68 ft;Date: 2024-09-06 11:00:00;Length of record: 52 years;Class: 10-24;% normal(median): 38.47 %;% normal(mean): 32.21 %",https://waterdata.usgs.gov/monitoring-location/02208450,03070103,02208450
"USGS 02208485 CORNISH CREEK AT LOWER JERSEY RD, NR COVINGTON, GA",33.71083330,-83.81111110,0,"Discharge: 2.11 cfs;Stage: 0.52 ft;Stage (adj): 707.47 ft;Date: 2024-09-06 11:45:00;Length of record: 9 years;Class: Not-ranked;% normal(median): 60.98 %;% normal(mean): 55.24 %",https://waterdata.usgs.gov/monitoring-location/02208485,03070103,02208485
"USGS 02208487 LITTLE CORNISH CR COUNTY ROAD 95 NR OXFORD, GA",33.67944444,-83.82972220,0,"Discharge: 0.95 cfs;Stage: 0.30 ft;Stage (adj): 702.27 ft;Date: 2024-09-06 11:30:00;Length of record: 9 years;Class: Not-ranked;% normal(median): 69.85 %;% normal(mean): 65.07 %",https://waterdata.usgs.gov/monitoring-location/02208487,03070103,02208487
"USGS 02208493 CORNISH CREEK AT HAZELBRAND RD NR COVINGTON, GA",33.62850000,-83.79886110,0,"Discharge: 6.06 cfs;Stage: 6.04 ft;Stage (adj): 647.39 ft;Date: 2024-09-06 11:00:00;Length of record: 13 years;Class: Not-ranked;% normal(median): 123.67 %;% normal(mean): 132.31 %",https://waterdata.usgs.gov/monitoring-location/02208493,03070103,02208493
"USGS 02209000 ALCOVY RIVER BELOW COVINGTON, GA",33.50725000,-83.82438889,0,"Discharge: 44.8 cfs;Stage: 1.63 ft;Stage (adj): 602.33 ft;Date: 2024-09-06 11:15:00;Length of record: 23 years;Class: Not-ranked;% normal(median): 52.09 %;% normal(mean): 41.28 %",https://waterdata.usgs.gov/monitoring-location/02209000,03070103,02209000
"USGS 02209360 EAST BEAR CREEK AT POPLAR ROAD, NR MANSFIELD, GA",33.50725000,-83.77025000,0,"Discharge: 0.97 cfs;Stage: 0.76 ft;Stage (adj): 638.19 ft;Date: 2024-09-06 11:00:00;Length of record: 14 years;Class: Not-ranked;% normal(median): 69.29 %;% normal(mean): 68.79 %",https://waterdata.usgs.gov/monitoring-location/02209360,03070103,02209360
"USGS 02210500 OCMULGEE RIVER NEAR JACKSON, GA",33.31261110,-83.83736110,3,"Discharge: 306 cfs;Stage: 3.91 ft;Stage (adj): 422.94 ft;Date: 2024-09-06 11:45:00;Length of record: 71 years;Class: <10;% normal(median): 53.31 %;% normal(mean): 34.19 %",https://waterdata.usgs.gov/monitoring-location/02210500,03070103,02210500
"USGS 02211375 CABIN CREEK AT NORTH SECOND STREET, NR GRIFFIN, GA",33.27166667,-84.23638889,0,"Discharge: 1.88 cfs;Stage: 3.38 ft;Stage (adj): 757.18 ft;Date: 2024-09-06 11:00:00;Length of record: 20 years;Class: Not-ranked;% normal(median): 70.41 %;% normal(mean): 46.77 %",https://waterdata.usgs.gov/monitoring-location/02211375,03070103,02211375
"USGS 02211800 TOWALIGA RIVER AT GA 83 NEAR JULIETTE, GA",33.11500000,-83.87022220,0,"Discharge: 27.7 cfs;Stage: 1.21 ft;Stage (adj): 384.51 ft;Date: 2024-09-06 10:45:00;Length of record: 15 years;Class: Not-ranked;% normal(median): 48.77 %;% normal(mean): 24.69 %",https://waterdata.usgs.gov/monitoring-location/02211800,03070103,02211800
"USGS 02212600 FALLING CREEK NEAR JULIETTE, GA",33.10030556,-83.72316670,5,"Discharge: 2.44 cfs;Stage: 1.02 ft;Stage (adj): 367.54 ft;Date: 2024-09-06 11:45:00;Length of record: 60 years;Class: 25-75;% normal(median): 53.04 %;% normal(mean): 26.18 %",https://waterdata.usgs.gov/monitoring-location/02212600,03070103,02212600
"USGS 02212735 OCMULGEE RIVER AT GA 18, AT DAMES FERRY, GA",33.01686110,-83.72719440,0,"Discharge: 332 cfs;Stage: 3.11 ft;Stage (adj): 324.38 ft;Date: 2024-09-06 11:00:00;Length of record: 15 years;Class: Not-ranked;% normal(median): 51.79 %;% normal(mean): 34.09 %",https://waterdata.usgs.gov/monitoring-location/02212735,03070103,02212735
"USGS 02213000 OCMULGEE RIVER AT MACON, GA",32.83861110,-83.62055560,3,"Discharge: 382 cfs;Stage: 5.78 ft;Stage (adj): 275.13 ft;Date: 2024-09-06 11:30:00;Length of record: 96 years;Class: <10;% normal(median): 44.42 %;% normal(mean): 34.62 %",https://waterdata.usgs.gov/monitoring-location/02213000,03070103,02213000
"USGS 02213500 TOBESOFKEE CREEK NEAR MACON, GA",32.80888889,-83.75833330,2,"Discharge: 5.87 cfs;Stage: 1.83 ft;Stage (adj): 311.43 ft;Date: 2024-09-06 11:45:00;Length of record: 87 years;Class: <10;% normal(median): 17.47 %;% normal(mean): 10.61 %",https://waterdata.usgs.gov/monitoring-location/02213500,03070103,02213500
"USGS 02214075 ECHECONNEE CREEK AT HOUSTON RD, NEAR BYRON, GA",32.69187778,-83.70097220,0,"Discharge: 42.8 cfs;Stage: 6.06 ft;Stage (adj): 272.86 ft;Date: 2024-09-06 11:15:00;Length of record: 14 years;Class: Not-ranked;% normal(median): 61.76 %;% normal(mean): 37.89 %",https://waterdata.usgs.gov/monitoring-location/02214075,03070103,02214075
"USGS 02214265 OCMULGEE RIVER AT GA 96, NEAR BONAIRE, GA",32.54261110,-83.53658330,0,"Stage: 1.21 ft;Stage (adj): 223.47 ft;Date: 2024-09-06 11:00:00;Class: Not-ranked",https://waterdata.usgs.gov/monitoring-location/02214265,03070104,02214265
"USGS 02214590 BIG INDIAN CREEK AT US 341, NEAR CLINCHFIELD, GA",32.42669444,-83.64430560,0,"Discharge: 42.4 cfs;Stage: 14.00 ft;Stage (adj): 242.69 ft;Date: 2024-09-06 11:15:00;Length of record: 14 years;Class: Not-ranked;% normal(median): 86.80 %;% normal(mean): 61.50 %",https://waterdata.usgs.gov/monitoring-location/02214590,03070104,02214590
"USGS 02215000 OCMULGEE RIVER AT US 341, AT HAWKINSVILLE, GA",32.28300000,-83.46230560,3,"Discharge: 767 cfs;Stage: 0.85 ft;Stage (adj): 189.82 ft;Date: 2024-09-06 10:45:00;Length of record: 36 years;Class: <10;% normal(median): 62.87 %;% normal(mean): 51.81 %",https://waterdata.usgs.gov/monitoring-location/02215000,03070104,02215000
"USGS 02215100 TUCSAWHATCHEE CREEK NEAR HAWKINSVILLE, GA",32.24011110,-83.50183330,5,"Discharge: 17.9 cfs;Stage: 1.19 ft;Stage (adj): 211.09 ft;Date: 2024-09-06 10:45:00;Length of record: 38 years;Class: 25-75;% normal(median): 89.95 %;% normal(mean): 38.30 %",https://waterdata.usgs.gov/monitoring-location/02215100,03070104,02215100
"USGS 02215260 OCMULGEE RIVER AT ABBEVILLE, GA",31.99666667,-83.27902780,0,"Discharge: 1000 cfs;Stage: 0.29 ft;Stage (adj): 161.69 ft;Date: 2024-09-06 11:45:00;Length of record: 14 years;Class: Not-ranked;% normal(median): 66.67 %;% normal(mean): 54.71 %",https://waterdata.usgs.gov/monitoring-location/02215260,03070104,02215260
"USGS 02215500 OCMULGEE RIVER AT LUMBER CITY, GA",31.91991667,-82.67405560,4,"Discharge: 1640 cfs;Stage: 1.15 ft;Stage (adj): 88.08 ft;Date: 2024-09-06 11:45:00;Length of record: 87 years;Class: 10-24;% normal(median): 76.64 %;% normal(mean): 61.79 %",https://waterdata.usgs.gov/monitoring-location/02215500,03070104,02215500
"USGS 02215900 LITTLE OCMULGEE RIVER AT GA 149, AT SCOTLAND, GA",32.05236110,-82.81561110,0,"Discharge: 1.87 cfs;Stage: 0.86 ft;Stage (adj): 127.36 ft;Date: 2024-09-06 11:15:00;Length of record: 14 years;Class: Not-ranked;% normal(median): 76.95 %;% normal(mean): 5.72 %",https://waterdata.usgs.gov/monitoring-location/02215900,03070105,02215900
"USGS 02216180 TURNPIKE CREEK NEAR MCRAE, GA",31.99138889,-82.92194440,0,"Discharge: 0.00 cfs;Stage: 3.52 ft;Stage (adj): 175.92 ft;Date: 2024-09-06 11:00:00;Length of record: 41 years;Class: Not-ranked",https://waterdata.usgs.gov/monitoring-location/02216180,03070105,02216180
"USGS 02217274 WHEELER CREEK AT BILL CHEEK ROAD, NEAR AUBURN, GA",34.08222220,-83.85444440,0,"Discharge: 0.28 cfs;Stage: 1.18 ft;Stage (adj): 885.49 ft;Date: 2024-09-06 11:20:00;Length of record: 23 years;Class: Not-ranked;% normal(median): 46.67 %;% normal(mean): 40.00 %",https://waterdata.usgs.gov/monitoring-location/02217274,03070101,02217274
"USGS 02217297 MULBERRY CREEK NEAR WINDER, GA",34.04597220,-83.71136110,0,"Discharge: 16.6 cfs;Stage: -1.46 ft;Stage (adj): 658.54 ft;Date: 2024-09-06 11:45:00;Length of record: 17 years;Class: Not-ranked;% normal(median): 37.81 %;% normal(mean): 29.05 %",https://waterdata.usgs.gov/monitoring-location/02217297,03070101,02217297
"USGS 02217475 MIDDLE OCONEE RIVER NEAR ARCADE, GA",34.03180556,-83.56308330,5,"Discharge: 86.6 cfs;Stage: 1.85 ft;Stage (adj): 658.25 ft;Date: 2024-09-06 11:30:00;Length of record: 37 years;Class: 25-75;% normal(median): 65.61 %;% normal(mean): 53.95 %",https://waterdata.usgs.gov/monitoring-location/02217475,03070101,02217475
"USGS 02217500 MIDDLE OCONEE RIVER NEAR ATHENS, GA",33.94666667,-83.42277780,4,"Discharge: 71.7 cfs;Stage: 0.75 ft;Stage (adj): 556.25 ft;Date: 2024-09-06 11:30:00;Length of record: 91 years;Class: 10-24;% normal(median): 40.51 %;% normal(mean): 33.33 %",https://waterdata.usgs.gov/monitoring-location/02217500,03070101,02217500
"USGS 02217615 NORTH OCONEE R AT WOODBRIDGE RD, NEAR COMMERCE, GA",34.20027778,-83.51583330,0,"Discharge: 29.2 cfs;Stage: 1.94 ft;Stage (adj): 692.54 ft;Date: 2024-09-06 11:15:00;Length of record: 14 years;Class: Not-ranked;% normal(median): 60.71 %;% normal(mean): 50.01 %",https://waterdata.usgs.gov/monitoring-location/02217615,03070101,02217615
"USGS 02217643 PARKS CREEK AT LYLE FIELD RD NR JEFFERSON, GA",34.16205830,-83.52509440,0,"Discharge: 1.31 cfs;Stage: 2.82 ft;Stage (adj): 717.37 ft;Date: 2024-09-06 11:00:00;Length of record: 11 years;Class: Not-ranked;% normal(median): 79.39 %;% normal(mean): 81.37 %",https://waterdata.usgs.gov/monitoring-location/02217643,03070101,02217643
"USGS 02217770 NORTH OCONEE RIVER AT COLLEGE ST, AT ATHENS, GA",33.96972220,-83.37758330,0,"Discharge: 62.4 cfs;Stage: 3.65 ft;Stage (adj): 603.65 ft;Date: 2024-09-06 11:00:00;Length of record: 22 years;Class: Not-ranked;% normal(median): 66.99 %;% normal(mean): 59.94 %",https://waterdata.usgs.gov/monitoring-location/02217770,03070101,02217770
"USGS 02218300 OCONEE RIVER NEAR PENFIELD, GA",33.72069444,-83.29561110,4,"Discharge: 221 cfs;Stage: 2.67 ft;Stage (adj): 435.67 ft;Date: 2024-09-06 11:00:00;Length of record: 47 years;Class: 10-24;% normal(median): 53.51 %;% normal(mean): 46.22 %",https://waterdata.usgs.gov/monitoring-location/02218300,03070101,02218300
"USGS 02218565 APALACHEE RIVER AT FENCE ROAD, NEAR DACULA, GA",34.01027778,-83.89416670,0,"Discharge: 0.83 cfs;Stage: 0.23 ft;Stage (adj): 930.42 ft;Date: 2024-09-06 11:00:00;Length of record: 23 years;Class: Not-ranked;% normal(median): 42.13 %;% normal(mean): 32.94 %",https://waterdata.usgs.gov/monitoring-location/02218565,03070101,02218565
"USGS 02218900 APALACHEE RIVER AT SNOWS MILL RD, NR BISHOP, GA",33.84063889,-83.55828889,0,"Discharge: 20.7 cfs;Stage: 3.78 ft;Date: 2024-09-06 11:45:00;Class: Not-ranked",https://waterdata.usgs.gov/monitoring-location/02218900,03070101,02218900
"USGS 02219000 APALACHEE RIVER NEAR BOSTWICK, GA",33.78786110,-83.47425000,4,"Discharge: 35.2 cfs;Stage: 1.31 ft;Stage (adj): 545.31 ft;Date: 2024-09-06 11:45:00;Length of record: 53 years;Class: 10-24;% normal(median): 42.41 %;% normal(mean): 34.41 %",https://waterdata.usgs.gov/monitoring-location/02219000,03070101,02219000
"USGS 02220788 LITTLE RIVER AT NEWBORN RD NEAR NEWBORN, GA",33.55636110,-83.66652780,0,"Discharge: 5.60 cfs;Stage: 3.18 ft;Stage (adj): 574.31 ft;Date: 2024-09-06 11:15:00;Length of record: 13 years;Class: Not-ranked;% normal(median): 51.85 %;% normal(mean): 58.76 %",https://waterdata.usgs.gov/monitoring-location/02220788,03070101,02220788
"USGS 02220900 LITTLE RIVER NEAR EATONTON, GA",33.31413889,-83.43711110,4,"Discharge: 18.4 cfs;Stage: 2.56 ft;Stage (adj): 358.16 ft;Date: 2024-09-06 11:30:00;Length of record: 47 years;Class: 10-24;% normal(median): 36.08 %;% normal(mean): 30.21 %",https://waterdata.usgs.gov/monitoring-location/02220900,03070101,02220900
"USGS 02221525 MURDER CREEK BELOW EATONTON, GA",33.25275000,-83.48261110,5,"Discharge: 16.6 cfs;Stage: 1.26 ft;Stage (adj): 375.96 ft;Date: 2024-09-06 11:30:00;Length of record: 47 years;Class: 25-75;% normal(median): 54.25 %;% normal(mean): 43.54 %",https://waterdata.usgs.gov/monitoring-location/02221525,03070101,02221525
"USGS 02223000 OCONEE RIVER AT MILLEDGEVILLE, GA",33.09016667,-83.21477780,3,"Discharge: 257 cfs;Stage: 7.02 ft;Stage (adj): 237.32 ft;Date: 2024-09-06 11:45:00;Length of record: 71 years;Class: <10;% normal(median): 37.52 %;% normal(mean): 26.90 %",https://waterdata.usgs.gov/monitoring-location/02223000,03070102,02223000
"USGS 02223056 OCONEE RIVER AT AVANT MINE, NEAR OCONEE, GA",32.93933333,-83.06697220,5,"Discharge: 353 cfs;Stage: 1.35 ft;Stage (adj): 204.15 ft;Date: 2024-09-06 11:45:00;Length of record: 31 years;Class: 25-75;% normal(median): 51.91 %;% normal(mean): 38.22 %",https://waterdata.usgs.gov/monitoring-location/02223056,03070102,02223056
"USGS 02223110 BUFFALO CREEK AT GA 272, NEAR OCONEE, GA",32.89166667,-82.96152780,0,"Discharge: 21.4 cfs;Stage: 6.23 ft;Stage (adj): 197.03 ft;Date: 2024-09-06 11:30:00;Length of record: 19 years;Class: Not-ranked;% normal(median): 70.39 %;% normal(mean): 33.84 %",https://waterdata.usgs.gov/monitoring-location/02223110,03070102,02223110
"USGS 02223190 COMMISSIONER CREEK AT US 441, AT MCINTYRE, GA",32.84994444,-83.19305560,0,"Discharge: 20.7 cfs;Stage: 7.22 ft;Stage (adj): 241.6 ft;Date: 2024-09-06 11:30:00;Length of record: 15 years;Class: Not-ranked;% normal(median): 58.81 %;% normal(mean): 50.33 %",https://waterdata.usgs.gov/monitoring-location/02223190,03070102,02223190
"USGS 02223248 OCONEE RIVER NEAR OCONEE, GA",32.78772220,-82.95691670,4,"Discharge: 361 cfs;Stage: 0.83 ft;Stage (adj): 172.23 ft;Date: 2024-09-06 11:45:00;Length of record: 31 years;Class: 10-24;% normal(median): 49.72 %;% normal(mean): 31.79 %",https://waterdata.usgs.gov/monitoring-location/02223248,03070102,02223248
"USGS 02223360 BIG SANDY CREEK AT US 441, NEAR IRWINTON, GA",32.76652778,-83.16727780,0,"Discharge: 8.55 cfs;Stage: 2.63 ft;Stage (adj): 224.05 ft;Date: 2024-09-06 11:30:00;Length of record: 15 years;Class: Not-ranked;% normal(median): 45.72 %;% normal(mean): 33.46 %",https://waterdata.usgs.gov/monitoring-location/02223360,03070102,02223360
"USGS 02223500 OCONEE RIVER AT DUBLIN, GA",32.54394444,-82.89297220,3,"Discharge: 411 cfs;Stage: 0.90 ft;Stage (adj): 149.4 ft;Date: 2024-09-06 11:45:00;Length of record: 71 years;Class: <10;% normal(median): 36.37 %;% normal(mean): 27.48 %",https://waterdata.usgs.gov/monitoring-location/02223500,03070102,02223500
"USGS 02224500 OCONEE RIVER NEAR MOUNT VERNON, GA",32.19091667,-82.63102780,5,"Discharge: 952 cfs;Stage: 1.32 ft;Stage (adj): 103.92 ft;Date: 2024-09-06 11:00:00;Length of record: 34 years;Class: 25-75;% normal(median): 64.98 %;% normal(mean): 52.36 %",https://waterdata.usgs.gov/monitoring-location/02224500,03070102,02224500
"USGS 02224940 ALTAMAHA RIVER AT US 221, NR CHARLOTTEVILLE, GA",31.95786110,-82.51702780,0,"Discharge: 2620 cfs;Stage: 0.90 ft;Stage (adj): 74.36 ft;Date: 2024-09-06 11:45:00;Length of record: 15 years;Class: Not-ranked;% normal(median): 81.88 %;% normal(mean): 67.84 %",https://waterdata.usgs.gov/monitoring-location/02224940,03070106,02224940
"USGS 02225000 ALTAMAHA RIVER NEAR BAXLEY, GA",31.93950000,-82.35338889,5,"Discharge: 2740 cfs;Stage: 2.40 ft;Stage (adj): 63.1 ft;Date: 2024-09-06 11:45:00;Length of record: 55 years;Class: 25-75;% normal(median): 82.04 %;% normal(mean): 57.84 %",https://waterdata.usgs.gov/monitoring-location/02225000,03070106,02225000
"USGS 02225270 OHOOPEE RIVER AT GA 297, NEAR SWAINSBORO, GA",32.44061110,-82.38188889,0,"Discharge: 6.04 cfs;Stage: 7.56 ft;Stage (adj): 152.59 ft;Date: 2024-09-06 11:30:00;Length of record: 15 years;Class: Not-ranked;% normal(median): 32.13 %;% normal(mean): 8.00 %",https://waterdata.usgs.gov/monitoring-location/02225270,03070107,02225270
"USGS 02225500 OHOOPEE RIVER NEAR REIDSVILLE, GA",32.07713889,-82.17650000,5,"Discharge: 131 cfs;Stage: 2.82 ft;Stage (adj): 75.92 ft;Date: 2024-09-06 11:00:00;Length of record: 92 years;Class: 25-75;% normal(median): 80.86 %;% normal(mean): 27.30 %",https://waterdata.usgs.gov/monitoring-location/02225500,03070107,02225500
"USGS 02226000 ALTAMAHA RIVER AT DOCTORTOWN, GA",31.65466667,-81.82750000,4,"Discharge: 2760 cfs;Stage: 3.76 ft;Stage (adj): 27.36 ft;Date: 2024-09-06 11:00:00;Length of record: 92 years;Class: 10-24;% normal(median): 62.09 %;% normal(mean): 41.49 %",https://waterdata.usgs.gov/monitoring-location/02226000,03070106,02226000
"USGS 02226160 ALTAMAHA RIVER NEAR EVERETT CITY, GA",31.42686110,-81.60511110,0,"Discharge: -2360 cfs;Stage: 6.63 ft;Stage (adj): 2.76 ft;Date: 2024-09-06 11:15:00;Length of record: 4 years;Class: Not-ranked",https://waterdata.usgs.gov/monitoring-location/02226160,03070106,02226160
